otu name,Taxonomy,Percent Homology,evalue,bitscore,homology extract gibbsfree_otu/gibbsfree_homolog,total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length,Extraction-Blank-1,Extraction-Blank-2,H2O-Extraction-Blank,MKE-1-2,MKE-1-3,MKE-1-4,MKE-2-1,MKE-2-2,MKE-2-3,MKE-3-3,MKE-3-4,MKE-3-7,MKE-4-B1,MKE-4-B2,MKE-4-B3,MKE-4-Tub-2,MKE-4-Tub-3,MKE-4-Tub-4,MKE-4-UT1,MKE-4-UT2,MKE-4-UT3,MKE-5-B5,MKE-5-B6,MKE-5-B7,MKE-5-T1,MKE-5-T2,MKE-5-B1,MKE-5-Tub1-R1,MKE-5-Tub2-R1,MKE-5-Tub3-R1,MKE-5-UT1,MKE-5-UT2,MKE-5-UT3,MKE-7-2,MKE-7-1,MKE-7-4,MKE-7-Bot-Tub1,MKE-7-Bot-Tub2,MKE-7-Top-Tub1,MKE-7-UT1,MKE-7-UT2,MKE-7-UT3,MKE-8-3,MKE-8-4,MKE-8-5,MKE-9-Cu2,MKE-9-Cu3,MKE-9-Cu4,MKE-13-4,MKE-13-5,MKE-13-6,MKE-14-B1,MKE-14-B2,MKE-14-B3,MKE-16-B1,MKE-16-B2,MKE-16-B3,MKE-16-Tub-R1,MKE-16-Tub-R2,OC-1-G,OC-1-H,OC-1-I,OC-4-3,OC-4-4,OC-4-5,OC-5-3,OC-5-4,OC-5-5,OC-6-1,OC-6-2,OC-6-5,OC-7-4,OC-7-5,OC-7-6,WK1-B1,WK1-B2,WK1-B3,WK2-LP-19-B,WK2-LP-20-B,WK2-LP-21-B,WK2-Fe-1,WK2-Fe-12D,WK2-Fe-3,WK3-B3,WK3-B4,WK3-B5,WK3-Tub-4,WK3-Tub-6,WK3-Tub-7,WK3-UT-1,WK3-UT-2,WK3-UT-3
Zotu2577,fj167349.1 lactococcus lactis str. t12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria,90.51383399,4.45881e-94,349.336,,,3,9,3,0,2,8,3,1,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,134,3,0,0,3,1,0,0,6,9,1,1,5,1,10,1,0,0,0,0,1,2,1,0
Zotu2578,bacterium ellin514 ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera parvula;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group,93.28063241,2.63307e-103,379.994,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
Zotu2579,ay968205.1 porphyromonas somerae str. wal 6690  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__porphyromonas;s__porphyromonas somerae;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2580,af429763.1 streptococcus lutetiensis subsp. coli str. hdp90246 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus lutetiensis;superkingdom__bacteria,96.03174603,1.5479e-112,410.651,,,7,6,2,0,3,7,0,5,2,8,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,5,6,9,3,3,4,3,2,3,0,0,1,0,1,1,0,0,0,3,0,1,4,1,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,16,0,6
Zotu2581,am411909.1 pedomicrobium sp. str. p_33   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__hyphomicrobiaceae;g__pedomicrobium;s__pedomicrobium australicum;superkingdom__bacteria;,97.23320158,7.05926e-117,425.078,,,5,0,2,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,5
Zotu2582,delta proteobacterium babl1 ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__deltaproteobacteria;f__deltaproteobacteria;g__candidatus babela;s__delta proteobacterium babl1;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,91.30434783,8.60754e-97,358.353,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2583,thioalkalispira microaerophila ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__thioalkalispiraceae;g__thioalkalispira;s__thioalkalispira microaerophila;superkingdom__bacteria,92.09486166,2.0243e-98,363.763,,,1,3,0,0,2,3,4,0,3,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,3,2,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2584,labilithrix luteola ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__labilitrichaceae;g__labilithrix;s__labilithrix luteola;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae,94.46640316,1.19541e-107,394.421,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,25,0,0,0,0,0
Zotu2585,thioprofundum hispidum  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__thioprofundaceae;g__thioprofundum;s__thioprofundum hispidum; superkingdom__bacteria;,92.49011858,1.36396e-100,370.977,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2586,rubrivivax gelatinosus ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__rubrivivax;s__rubrivivax gelatinosus;superkingdom__bacteria,98.81422925,2.63074e-122,443.112,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Zotu2587,ay689226.1 prevotella intermedia str. chdc kb53  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella intermedia;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Zotu2588,fj529956.1 initial ammonia_ and nitrite_oxidizing compromises successful nitritation counter_diffusion geometry autotrophic nitrifying biofilm reactor clone mabrdtu3  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__nitrosomonadaceae;g__nitrosovibrio;s__nitrosovibrio tenuis;superkingdom__bacteria,92.49011858,1.36396e-100,370.977,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,6,0,0,7,8
Zotu2589,ab021701.1 mogibacterium pumilum str. atcc 700696   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__eubacteriales family xiii. incertae sedis;g__mogibacterium;s__mogibacterium pumilum;superkingdom__bacteria;,91.66666667,2.45499e-97,360.157,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Zotu2590,fusobacterium mortiferum ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium mortiferum;superkingdom__bacteria,96.42857143,1.27059e-113,414.258,,,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
Zotu2591,eu776059.1 spotted hyena feces clone hy1_f06   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,96.03174603,1.5479e-112,410.651,,,8,10,4,0,10,8,5,10,5,10,0,0,10,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,3,0,4,3,1,0,0,0,0,2,0,2,0,0,3,0,0,1,0,0,0,0,8,3,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,8,2,0,0,1,0,19,3,3,0,1,24,0,6,0,3,7,2,10,0
Zotu2592,clostridium saccharogumia ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__erysipelatoclostridium;s__clostridium saccharogumia;superkingdom__bacteria,100,4.14993e-126,455.735,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,3,0,0,0
Zotu2593,sideroxydans paludicola  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__sideroxydans;s__sideroxydans paludicola; superkingdom__bacteria;,94.46640316,1.19541e-107,394.421,,,6,8,4,0,1,1,5,0,3,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2594,dq904997.1 human fecal clone 002_h10   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium difficile;superkingdom__bacteria;,97.61904762,5.76849e-118,428.685,,,10,6,6,0,5,1,5,7,7,3,0,0,8,2,0,0,0,0,0,0,5,6,1,0,0,1,1,5,11,0,3,1,1,1,0,8,0,6,1,9,5,0,0,4,0,2,2,12,0,0,3,6,8,5,3,8,3,1,0,0,2,1,0,1,10,0,0,0,1,5,0,0,1,1,0,0,1,0,0,10,11,1,7,1,0,0,2,0,1,0,0,1
Zotu2595,aj555244.1 methylocella tundrae str. t4   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__beijerinckiaceae;g__methylocella;s__methylocella tundrae;superkingdom__bacteria;,98.41897233,3.2049e-121,439.505,,,8,2,3,0,3,0,1,1,1,1,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu2596,catenibacterium mitsuokai  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__coprobacillaceae;g__catenibacterium;s__catenibacterium mitsuokai;superkingdom__bacteria;,94.44444444,4.1536e-107,392.617,,,4,2,3,0,4,2,9,2,5,1,0,0,8,3,0,1,1,1,1,1,3,2,4,0,0,6,11,0,1,2,0,6,0,2,0,1,5,0,4,2,4,0,0,2,0,3,6,2,0,0,3,7,1,1,1,6,1,0,0,0,16,0,0,7,1,0,0,0,0,1,0,0,1,6,0,0,0,2,5,0,0,0,0,1,0,2,0,13,1,8,0,0
Zotu2597,blautia wexlerae  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia wexlerae;superkingdom__bacteria;,98.41897233,3.2049e-121,439.505,,,3,1,2,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0,1,0
Zotu2598,candidatus odyssella thessalonicensis  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__holosporales;f__candidatus paracaedibacteraceae;g__candidatus odyssella;s__candidatus odyssella thessalonicensis; superkingdom__bacteria;,83.85826772,4.17977e-69,266.382,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2599,eu772956.1 bush dog feces clone bdog3_aad70d03   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,96.83794466,8.59994e-116,421.471,,,0,4,1,0,1,3,6,1,8,2,0,0,3,7,0,0,0,0,2,1,0,0,3,0,0,0,2,1,0,2,0,1,1,1,0,0,0,1,0,3,6,1,0,0,0,2,5,0,0,0,13,0,4,4,4,0,0,1,2,0,1,0,0,1,5,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,2,4,0,0
Zotu2601,chryseobacterium antarcticum  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__weeksellaceae;g__chryseobacterium;s__chryseobacterium antarcticum;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2602,paenibacillus ruminocola ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__paenibacillaceae;g__paenibacillus;s__paenibacillus ruminocola;superkingdom__bacteria,99.59839357,9.14083e-122,441.308,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,9,0,5,0,6,10,0,0,1
Zotu2603,gq359110.1 burkholderia cepacia  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia cepacia;superkingdom__bacteria;species group  burkholderia cepacia complex,98.02371542,3.90437e-120,435.898,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,18,0,0,3,1,0,1,5,2,4,1,0,0,4,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0
Zotu2604,eubacterium hallii  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__eubacteriaceae;g__eubacterium;s__eubacterium hallii;superkingdom__bacteria;,95.256917,5.42715e-112,408.848,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2605,dq855943.1 clostridium disporicum str. nml 05a027   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__clostridium;s__clostridium disporicum;superkingdom__bacteria;,99.20948617,6.18691e-124,448.522,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Zotu2606,bellilinea caldifistulae ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__bellilinea;s__bellilinea caldifistulae;superkingdom__bacteria,90.47619048,1.55628e-93,347.533,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2607,ay916319.1 human stool clone b629    ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__oscillospiraceae;g__ruminiclostridium;s__clostridium leptum;superkingdom__bacteria;,93.67588933,6.19238e-105,385.404,,,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu2608,palaeococcus helgesonii ;k__archaea;p__euryarchaeota;c__thermococci;o__thermococcales;f__thermococcaceae;g__palaeococcus;s__palaeococcus helgesonii;superkingdom__archaea,78.86178862,2.83149e-52,210.477,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,4,0,0,0,0,5,0,4,0
Zotu2609,aj566849.1 sutterella stercoricanis str. ccug 47620  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__sutterellaceae;g__sutterella;s__sutterella stercoricanis;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,0,0,0,0,2,0,2,0,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,2,4,0,0,4,5,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,2,2,0,6,0,1,0,4,0,0,0,2,2,0
Zotu2610,eu776027.1 spotted hyena feces clone hy2_d10   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,99.17355372,5.76849e-118,428.685,,,11,4,1,1,7,2,3,6,3,4,0,0,1,0,2,0,0,0,2,0,2,0,5,0,0,6,3,1,4,0,1,1,1,7,0,1,1,3,4,3,0,0,0,3,0,4,3,4,1,0,1,9,2,4,4,3,5,0,0,0,19,0,0,6,5,0,0,1,0,2,0,0,1,3,0,0,1,2,14,5,0,5,0,0,0,2,3,2,12,0,1,0
Zotu2611,ab024310.1 burkholderia kururiensis  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia kururiensis;superkingdom__bacteria,97.6284585,1.66018e-118,430.488,,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2612,nitrospira enrichment culture clone gaii ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira enrichment;superkingdom__bacteria,96.04743083,4.45488e-113,412.454,,,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Zotu2613,dq280483.1 archaea marine sediments skan bay alaska ing cultivated methanogens and description methanogenium boonei sp. nov methanomicrobiales 'sbak_co2_reducing enrichment_2'  ;k__archaea;p__euryarchaeota;c__methanomicrobia;o__methanomicrobiales;f__methanomicrobiaceae;g__methanogenium;s__methanogenium marinum;superkingdom__archaea,73.04347826,5.12398e-30,136.539,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2614,blautia wexlerae  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia wexlerae;superkingdom__bacteria;,97.23320158,7.05926e-117,425.078,,,37,35,44,0,58,50,37,40,66,33,0,0,38,11,1,5,1,3,10,1,17,16,17,1,0,1,7,7,9,20,4,3,3,6,0,25,14,10,10,8,10,1,10,11,0,18,13,19,0,0,24,27,4,13,4,24,14,0,0,4,0,0,0,14,10,0,0,0,3,22,1,0,29,12,2,0,16,43,26,9,7,14,8,9,0,36,8,18,17,13,20,12
Zotu2615,eu458347.1 spotted hyena feces clone hy1_a07_1   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,96.03174603,1.5479e-112,410.651,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2616,rhizobium straminoryzae  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium straminoryzae;superkingdom__bacteria;,100,1.19435e-126,457.539,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
Zotu2617,candidatus nitrotoga arctica  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__gallionellaceae;g__candidatus nitrotoga;s__candidatus nitrotoga arctica; superkingdom__bacteria;,98.02371542,1.36276e-119,434.095,,,0,0,0,1,0,0,0,0,0,0,0,0,0,15,60,7,0,5,10,10,2,8,4,64,0,0,0,0,0,1,1,1,2,16,0,20,3,6,9,2,8,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,9,0,0,0,1,1,0,1,0,1,2,37,3,4,2,7,3,1,1
Zotu2618,y17601.1 propionivibrio dicarboxylicus str. dsm 5885  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__rhodocyclus;s__rhodocyclus tenuis;superkingdom__bacteria,96.44268775,3.65679e-114,416.061,,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,161,46,156,14,56,3,0,0,4,0,0,0,0,0,0,2,0,1,8,0,4,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
